id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id
782,CPCL14,CPCL14,24,25,51C-242.71,18024,2012,2012,KMEFC18CPCC069117,D6ABDR09225,4,4,1000,1,1000,,,
783,CPCL15,CPCL15,24,25,51C-242.29,88428,2013,2013,KMEFC18CPDC071176,D6ACD242573,4,4,1000,1,1000,,,
784,CPCL16,CPCL16,24,25,51C-297.67,114061,2013,2013,KMEFC18CPDC071800,D6ACD243819,4,4,1000,1,1000,,,
785,CPCL17,CPCL17,24,25,51C-295.28,18023,2013,2013,KMEFC18CPDC071793,D6ACD243374,4,4,1000,1,1000,,,
786,CPCL18,CPCL18,24,25,51C-295.87,114060,2013,2013,KMEFC18CPDC071796,D6ACD243730,4,4,1000,1,1000,,,
787,CPCL19,CPCL19,24,25,51C-296.12,114059,2013,2013,KMEFC18CPDC071799,D6ACD243635,4,4,1000,1,1000,,,
788,CPCL20,CPCL20,24,25,51C-297.77,114064,2013,2013,KMEFC18CPDC071794,D6ACD243372,4,4,1000,1,1000,,,
789,CPCL24,CPCL24,24,25,51C-299.68,128704,2013,2013,KMEFC18CPDC074599,D6ACD248507,4,4,1000,1,1000,,,
790,CPCL25,CPCL25,24,25,51C-241.96,128700,2013,2013,KMEFC18CPDC074602,D6ACD249019,4,4,1000,1,1000,,,
791,CPCL26,CPCL26,24,25,51C-279.16,128699,2013,2013,KMEFC18CPDC071798,D6ACD243729,4,4,1000,1,1000,,,
792,CPCL27,CPCL27,24,25,51C-240.81,128697,2013,2013,KMEFC18CPDC074598,D6ACD248582,4,4,1000,1,1000,,,
793,CPCL28,CPCL28,24,25,51C-279.62,128702,2013,2013,KMEFC18CPDC074601,D6ACD249018,4,4,1000,1,1000,,,
794,CPCL29,CPCL29,24,25,51C-278.92,135519,2013,2013,KMEFC18CPDC073906,D6ACD246355,4,4,1000,1,1000,,,
795,CPCL30,CPCL30,24,25,51C-298.78,135525,2013,2013,KMEFC18CPDC074592,D6ACD247117,4,4,1000,1,1000,,,
796,CPCL31,CPCL31,24,25,51C-279.14,135522,2013,2013,KMEFC18CPDC074591,D6ACD248026,4,4,1000,1,1000,,,
797,CPCL32,CPCL32,24,25,51C-297.66,135523,2013,2013,KMEFC18CPDC074589,D6ACD247855,4,4,1000,1,1000,,,
798,CPCL34,CPCL34,24,39,51C-408.44,174278,2013,2013,JHDSS1EK2D1S13548,E13CTR17984,4,4,1000,1,1000,,,
799,CPCL35,CPCL35,24,39,51C-411.08,174283,2013,2013,JHDSS1EK0D1S13547,E13CTR17983,4,4,1000,1,1000,,,
800,CPCL36,CPCL36,24,39,51C-411.29,174267,2013,2013,JHDSS1EK2D1S13551,E13CTR17987,4,4,1000,1,1000,,,
801,CPCL37,CPCL37,24,39,51C-408.89,174284,2013,2013,JHDSS1EK0D1S13550,E13CTR17986,4,4,1000,1,1000,,,
802,CPCL38,CPCL38,24,39,51C-410.79,174268,2013,2013,JHDSS1EK7D1S13545,E13CTR17980,4,4,1000,1,1000,,,
803,CPCL39,CPCL39,24,39,51C-410.50,174265,2013,2013,JHDSS1EK6D1S13553,E13CTR17989,4,4,1000,1,1000,,,
804,CPCL40,CPCL40,24,39,51C-409.76,174279,2013,2013,JHDSS1EK4D1S13549,E13CTR17985,4,4,1000,1,1000,,,
805,CPCL41,CPCL41,24,39,51C-408.25,174275,2013,2013,JHDSS1EK5D1S13558,E13CTR17996,4,4,1000,1,1000,,,
806,CPCL42,CPCL42,24,39,51C-410.46,174266,2013,2013,JHDSS1EK9D1S13546,E13CTR17982,4,4,1000,1,1000,,,
807,CPCL43,CPCL43,24,39,51C-411.67,174287,2013,2013,JHDSS1EK1D1S13556,E13CTR17992,4,4,1000,1,1000,,,
808,CP189-01,CP189-01,24,36,,,2008,2008,,,8,8,1000,5,1000,,,
809,CP189-02,CP189-02,24,36,,,2008,2008,,,8,9,1000,5,1000,,,
810,CP189-03,CP189-03,24,36,,,2008,2008,,,8,8,1000,5,1000,,,
811,CP189-04,CP189-04,24,36,,,2008,2008,,,8,8,1000,5,1000,,,
812,CP189-05,CP189-05,24,36,,,2008,2008,,,8,8,1000,5,1000,,,
813,TV-01,TV01,24,40,,,2008,2008,,,28,28,1000,1,1000,,,
814,TV-02,TV02,24,40,,,2008,2008,,,28,28,1000,1,1000,,,
815,TCOT-01,TCOT01,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
816,TCOT-02,TCOT02,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
817,TCOT-03,TCOT03,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
818,TCOT-04,TCOT04,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
819,TCOT-05,TCOT05,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
820,TCOT-06,TCOT06,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
821,TCOT-07,TCOT07,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
822,TCOT-08,TCOT08,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
823,TCOT-09,TCOT09,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
824,TCOT-10,TCOT10,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
825,TCOT-11,TCOT11,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
826,TCOT-12,TCOT12,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
827,TVCL-01,TVCL01,24,37,,51C - 380.00,2014,2014,KL4V3TEF1EK000402,DE1TIS327990CA,28,28,1000,1,1000,,,
828,TVCL-02,TVCL02,24,37,,51C - 381.32,2014,2014,KL4V3TEF1EK000403,DE1TIS328061CA,28,28,1000,1,1000,,,
829,TVCL-02,TVCL02,24,37,,51C - 382.25,2014,2014,KL4V3TEF1EK000404,DE1TIS328063CA,28,28,1000,1,1000,,,
830,TVCL-04,TVCL04,24,37,,51C - 380.89,2014,2014,KL4V3TEF1EK000407,DE1TIS328383CA,28,28,1000,1,1000,,,
831,TVCL-05,TVCL05,24,37,,51C - 360.50,2014,2014,KL4V3TEF1EK000361,DE1TIS327246CA,28,28,1000,1,1000,,,
832,TVCL-06,TVCL06,24,37,,51C - 381.28,2014,2014,KL4V3TEF1EK000406,DE1TIS328378CA,28,28,1000,1,1000,,,
833,TVCL-07,TVCL07,24,37,,51C - 380.94,2014,2014,KL4V3TEF1EK000405,DE1TIS328377CA,28,28,1000,1,1000,,,
834,TVCL-08,TVCL08,24,37,,51C - 363.54,2014,2014,KL4V3TEF1EK000362,DE1TIS327273CA,28,28,1000,1,1000,,,
835,TVCL-09,TVCL09,24,37,,51C - 364.99,2014,2014,KL4V3TEF1EK000360,DE1TIS327248CA,28,28,1000,1,1000,,,
836,TVCL-10,TVCL10,24,37,,51C - 361.27,2014,2014,KL4V3TEF1EK000413,DE1TIS431824CA,28,28,1000,1,1000,,,
837,TVCL-11,TVCL11,24,37,,51C - 412.01,2014,2014,KL4V3TEF1EK000496,DE1TIS327248CA,28,28,1000,1,1000,,,
838,TVCL-12,TVCL12,24,37,,51C - 409.23,2014,2014,KL4V3TEF1EK000499,DE1TIS431767CA,28,28,1000,1,1000,,,
839,TVCL-13,TVCL13,24,37,,51C - 410.37,2014,2014,KL4V3TEF1EK000497,DE1TIS431825CA,28,28,1000,1,1000,,,
840,TVCL-14,TVCL14,24,37,,,2014,2014,KL4V3TEF1EK000501,DE1TIS431829CA,28,28,1000,1,1000,,,
841,TVCL-15,TVCL15,24,37,,,2014,2014,KL4V3TEF1EK000500,DE1TIS431774CA,28,28,1000,1,1000,,,
842,TVLB-01,TVLB01,24,37,,60C - 137.99,,,KL4V3TEF1EK000493,DE12TIS431835 CA,37,37,1000,7,1000,,,
843,TVLB-02,TVLB02,24,37,,60C - 137.91,,,KL4V3TEF1EK000506,DE12TIS431843 CA,37,37,1000,7,1000,,,
844,TVLB-03,TVLB03,24,37,,60C - 138.99,,,KL4V3TEF1EK000507,DE12TIS431842 CA,37,37,1000,7,1000,,,
845,TVLB-04,TVLB04,24,37,,60C 137.65,,,KL4V3TEF1EK000495,DE12TIS431823 CA,37,37,1000,7,1000,,,
846,TVLB-05,TVLB05,24,37,,60C 138.91,,,KL4V3TEF1EK000494,DE12TIS431827 CA,37,37,1000,7,1000,,,
847,TVLB-06,TVLB06,24,37,,60C 135.06,,,KL4V3TEF1EK000484,DE12TIS431641 CA,37,37,1000,7,1000,,,
848,TVLB-07,TVLB07,24,37,,60C 138.90,,,KL4V3TEF1EK000486,DE12TIS431752 CA,37,37,1000,7,1000,,,
849,TVLB-08,TVLB08,24,37,,60C 138.18,,,KL4V3TEF1EK000489,DE12TIS431744 CA,37,37,1000,7,1000,,,
850,TVLB-09,TVLB09,24,37,,,,,,,37,37,1000,7,1000,,,
851,TVLB-10,TVLB10,24,37,,,,,,,37,37,1000,7,1000,,,
852,R-NB08,NB08,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
853,R-NB09,NB09,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
854,R-NB12,NB12,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
855,R-NB14,NB14,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
856,R-NB15,NB15,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
857,R-NB46,NB46,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
858,R-NB108,NB108,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
859,R-NB110,NB110,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
860,R-NB49,NB49,29,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
861,RP-01,RP01,28,42,,Không đăng ký,,,,,6,6,1000,1,1000,,,
862,R-NB45,NB45,29,43,,Không đăng ký,2005,2005,,,2,28,1000,1,1000,,,
863,R-NB69,NB69,29,43,,Không đăng ký,2005,2005,,,2,28,1000,1,1000,,,
864,R-NB90,NB90,29,43,,Không đăng ký,2005,2005,,,2,28,1000,1,1000,,,
865,R-NB91,NB91,29,43,,Không đăng ký,2005,2005,,,2,28,1000,1,1000,,,
866,R-NB92,NB92,29,43,,Không đăng ký,2005,2005,,,2,28,1000,1,1000,,,
867,R-NB07,NB07,28,42,,Không đăng ký,2002,2002,,,6,6,1000,1,1000,,,
868,R-NB11,NB11,28,42,,Không đăng ký,2002,2002,,,6,6,1000,1,1000,,,
869,R-NB16,NB16,28,42,,Không đăng ký,2002,2002,,,6,6,1000,1,1000,,,
870,R-NB43,NB43,28,43,,Không đăng ký,2005,2005,,,6,6,1000,1,1000,,,
871,R-NB50,NB50,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
872,R-NB58,NB58,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
873,R-NB73,NB73,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
874,R-NB78,NB78,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
875,R-NB100,NB100,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
876,R-NB102,NB102,28,43,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
877,R-NB103,NB103,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
878,R-NB104,NB104,28,42,,Không đăng ký,2004,2004,,,6,6,1000,1,1000,,,
879,R-P01,R-P01,28,42,,Không đăng ký,1998,1998,,,6,6,1000,1,1000,,,
880,R-NB211,NB211,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
881,R-NB212,NB212,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
882,R-NB213,NB213,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
883,R-NB214,NB214,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
884,R-NB215,NB215,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
885,R-NB216,NB216,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
886,R-NB217,NB217,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
887,R-NB218,NB218,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
888,R-NB219,NB219,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
889,R-NB220,NB220,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
890,R-NB253,NB253,29,42,,Không đăng ký,2000,2000,,,2,6,1000,1,1000,,,
891,R-NB254,NB254,29,42,,Không đăng ký,2000,2000,,,2,6,1000,1,1000,,,
892,R-NB255,NB255,29,42,,Không đăng ký,2000,2000,,,2,6,1000,1,1000,,,
893,R-NB256,NB256,29,42,,Không đăng ký,2000,2000,,,2,6,1000,1,1000,,,
894,R-NB257,NB257,29,42,,Không đăng ký,2000,2000,,,2,6,1000,1,1000,,,
895,R-NB258,NB258,29,42,,Không đăng ký,2000,2000,,,2,6,1000,1,1000,,,
896,R-NB33,NB33,29,43,,Không đăng ký,2005,2005,,,2,10,1000,1,1000,,,
897,R-NB37,NB37,29,43,,Không đăng ký,2005,2005,,,2,10,1000,1,1000,,,
898,R-NB40,NB40,29,43,,Không đăng ký,2006,2006,,,2,10,1000,1,1000,,,
899,R-NB121,NB121,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
900,R-NB122,NB122,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
901,R-NB123,NB123,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
902,R-NB124,NB124,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
903,R-NB125,NB125,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
904,R-NB126,NB126,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
905,R-NB127,NB127,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
906,R-NB128,NB128,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
907,R-NB129,NB129,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
908,R-NB130,NB130,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
909,R-NB131,NB131,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
910,R-NB133,NB133,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
911,R-NB134,NB134,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
912,R-NB135,NB135,29,43,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
913,R-NB136,NB136,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
914,R-NB137,NB137,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
915,R-NB138,NB138,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
916,R-NB139,NB139,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
917,R-NB140,NB140,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
918,R-NB141,NB141,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
919,R-NB142,NB142,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
920,R-NB143,NB143,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
921,R-NB144,NB144,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
922,R-NB145,NB145,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
923,R-NB146,NB146,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
924,R-NB147,NB147,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
925,R-NB148,NB148,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
926,R-NB149,NB149,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
927,R-NB150,NB150,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
928,R-NB151,NB151,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
929,R-NB152,NB152,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
930,R-NB153,NB153,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
931,R-NB154,NB154,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
932,R-NB155,NB155,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
933,R-NB156,NB156,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
934,R-NB157,NB157,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
935,R-NB158,NB158,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
936,R-NB159,NB159,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
937,R-NB160,NB160,29,43,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
938,R-NB161,NB161,29,43,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
939,R-NB162,NB162,29,43,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
940,R-NB163,NB163,29,43,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
941,R-NB164,NB164,29,43,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
942,R-NB165,NB165,29,43,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
943,R-NB201,NB201,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
944,R-NB202,NB202,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
945,R-NB203,NB203,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
946,R-NB204,NB204,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
947,R-NB205,NB205,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
948,R-NB206,NB206,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
949,R-NB207,NB207,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
950,R-NB208,NB208,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
951,R-NB209,NB209,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
952,R-NB210,NB210,29,43,,Không đăng ký,2010,2010,,,2,1,1000,1,1000,,,
953,R-RP01,RP01,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
954,R-RP02,RP02,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
955,R-RP03,RP03,29,43,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
956,R-RP04,RP04,29,42,,Không đăng ký,1998,1998,,,2,1,1000,1,1000,,,
957,R-50R-2709,50R-2709,28,44,,50R-2709,2010,2010,,,2,5,1000,1,1000,,,
958,R-NO01,NO01,27,42,,No01,2004,2004,,,2,1,1000,1,1000,,,
959,R-NO02,NO02,27,42,,No02,2004,2004,,,2,1,1000,1,1000,,,
960,R-NB176,NB176,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
961,R-NB177,NB177,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
962,R-NB178,NB178,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
963,R-NB179,NB179,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
964,R-NB180,NB180,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
965,R-NB181,NB181,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
966,R-NB182,NB182,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
967,R-NB183,NB183,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
968,R-NB184,NB184,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
969,R-NB185,NB185,29,45,,Không đăng ký,2009,2009,,,14,1,1000,1,1000,,,
970,R-NB186,NB186,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
971,R-NB187,NB187,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
972,R-NB188,NB188,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
973,R-NB189,NB189,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
974,R-NB190,NB190,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
975,R-NB191,NB191,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
976,R-NB192,NB192,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
977,R-NB193,NB193,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
978,R-NB194,NB194,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
979,R-NB195,NB195,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
980,R-NB221,NB221,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
981,R-NB222,NB222,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
982,R-NB223,NB223,29,46,,Không đăng ký,2010,2010,,,5,5,1000,1,1000,,,
983,R-NB224,NB224,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
984,R-NB225,NB225,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
985,R-NB226,NB226,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
986,R-NB227,NB227,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
987,R-NB228,NB228,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
988,R-NB229,NB229,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
989,R-NB230,NB230,29,46,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
990,R-NB196,NB196,29,47,,Không đăng ký,2010,2010,,,20,1,1000,1,1000,,,
991,R-NB197,NB197,29,47,,Không đăng ký,2010,2010,,,20,1,1000,1,1000,,,
992,R-NB198,NB198,29,47,,Không đăng ký,2010,2010,,,20,1,1000,1,1000,,,
993,R-NB199,NB199,29,47,,Không đăng ký,2010,2010,,,20,1,1000,1,1000,,,
994,R-NB200,NB200,29,47,,Không đăng ký,2010,2010,,,20,1,1000,1,1000,,,
995,R-NB231,NB231,29,47,,Không đăng ký,2010,2010,,,18,18,1000,1,1000,,,
996,R-NB232,NB232,29,47,,Không đăng ký,2010,2010,,,18,18,1000,1,1000,,,
997,R-NB233,NB233,29,47,,Không đăng ký,2010,2010,,,18,18,1000,1,1000,,,
998,R-NB234,NB234,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
999,R-NB235,NB235,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
1000,R-NB236,NB236,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
1001,R-NB237,NB237,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
1002,R-NB238,NB238,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
1003,R-NB239,NB239,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
1004,R-NB240,NB240,29,46,,Không đăng ký,2010,2010,,,16,1,1000,1,1000,,,
1005,R-NB241,NB241,29,47,,Không đăng ký,2010,2010,,,26,1,1000,1,1000,,,
1006,R-NB242,NB242,29,47,,Không đăng ký,2010,2010,,,26,1,1000,1,1000,,,
1007,R-NB243,NB243,29,47,,Không đăng ký,2010,2010,,,26,1,1000,1,1000,,,
1008,R-NB244,NB244,29,47,,Không đăng ký,2007,2007,,,26,1,1000,1,1000,,,
1009,R-NB245,NB245,29,47,,Không đăng ký,2007,2007,,,26,1,1000,1,1000,,,
1010,R-NB263,NB263,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1011,R-NB264,NB264,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1012,R-NB265,NB265,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1013,R-NB266,NB266,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1014,R-NB267,NB267,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1015,R-NB268,NB268,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1016,R-NB269,NB269,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1017,R-NB270,NB270,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1018,R-NB271,NB271,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1019,R-NB272,NB272,29,43,,Không đăng ký,2013,2013,,,10,1,1000,1,1000,,,
1020,R-50R-0003,50R-0003,28,43,,50R-0003,2010,2010,,,2,10,1000,1,1000,,,
1021,R-50R-0006,50R-0006,28,43,,50R-0006,2010,2010,,,2,10,1000,1,1000,,,
1022,R-50R-0008,50R-0008,28,43,,50R-0008,2010,2010,,,2,10,1000,1,1000,,,
1023,R-50R-0009,50R-0009,28,43,,50R-0009,2010,2010,,,2,10,1000,1,1000,,,
1024,R-50R-0010,50R-0010,28,43,,50R-0010,2010,2010,,,2,10,1000,1,1000,,,
1025,R-50R-0001,50R-0001,28,48,,20R-0001,2010,2010,,,2,10,1000,1,1000,,,
1026,R-50R-0002,50R-0002,28,48,,50R-0002,2010,2010,,,2,10,1000,1,1000,,,
1027,R-50R-0004,50R-0004,28,48,,50R-0004,2010,2010,,,2,10,1000,1,1000,,,
1028,R-50R-0005,50R-0005,28,48,,50R-0005,2010,2010,,,2,10,1000,1,1000,,,
1029,R-50R-0007,50R-0007,28,48,,50R-0007,2010,2010,,,2,10,1000,1,1000,,,
1030,R-53R-1228,53R-1228,28,48,,53R-1228,2010,2010,,,2,10,1000,1,1000,,,
1031,R-53R-1229,53R-1229,28,48,,53R-1229,2010,2010,,,2,10,1000,1,1000,,,
1032,R-53R-1353,53R-1353,28,48,,53R-1353,2010,2010,,,2,10,1000,1,1000,,,
1033,R-53R-1354,53R-1354,28,48,,53R-1354,2010,2010,,,2,10,1000,1,1000,,,
1034,R-53R-1355,53R-1355,28,48,,53R-1355,2010,2010,,,2,10,1000,1,1000,,,
1035,R-53R-1503,53R-1503,28,48,,53R-1503,2010,2010,,,2,10,1000,1,1000,,,
1036,R-53R-1504,53R-1504,28,48,,53R-1504,2010,2010,,,2,10,1000,1,1000,,,
1037,R-53R-1505,53R-1505,28,48,,53R-1505,2010,2010,,,2,10,1000,1,1000,,,
1038,R-53R-1506,53R-1506,28,48,,53R-1506,2010,2010,,,2,10,1000,1,1000,,,
1039,R-53R-1507,53R-1507,28,48,,53R-1507,2010,2010,,,2,10,1000,1,1000,,,
1040,R-51R-00070,51R-00070,28,48,,51R-00070,2010,2010,,,2,10,1000,1,1000,,,
1041,R-51R-00071,51R-00071,28,48,,51R-00071,2010,2010,,,2,10,1000,1,1000,,,
1042,R-51R-00072,51R-00072,28,48,,51R-00072,2010,2010,,,2,10,1000,1,1000,,,
1043,R-51R-00073,51R-00073,28,48,,51R-00073,2010,2010,,,2,10,1000,1,1000,,,
1044,R-51R-00074,51R-00074,28,48,,51R-00074,2010,2010,,,2,10,1000,1,1000,,,
1045,R-51R-00075,51R-00075,28,48,,51R-00075,2010,2010,,,2,10,1000,1,1000,,,
1046,R-51R-00157,51R-00157,28,48,,51R-00157,2010,2010,,,2,10,1000,1,1000,,,
